symbol,date,close
MMM,2016-03-01,166.630005
MMM,2016-04-01,167.380005
MMM,2016-05-01,168.320007
MMM,2016-06-01,175.119995
MMM,2016-07-01,178.360001
MMM,2016-08-01,179.240005
MMM,2016-09-01,176.229996
MMM,2016-10-01,165.300003
MMM,2016-11-01,171.740005
MMM,2016-12-01,178.490005
MMM,2017-01-01,174.820007
MMM,2017-02-01,186.350006
MMM,2017-03-01,191.330002
MMM,2017-04-01,195.830002
MMM,2017-05-01,204.470001
MMM,2017-06-01,208.190002
MMM,2017-07-01,201.169998
MMM,2017-08-01,204.320007
MMM,2017-09-01,209.899994
MMM,2017-10-01,230.190002
MMM,2017-11-01,243.13999900000002
MMM,2017-12-01,235.36999500000002
MMM,2018-01-01,250.5
MMM,2018-02-01,235.50999500000003
MMM,2018-03-01,219.520004
MMM,2018-04-01,194.389999
MMM,2018-05-01,197.229996
MMM,2018-06-01,196.720001
MMM,2018-07-01,212.32000699999998
MMM,2018-08-01,210.919998
MMM,2018-09-01,210.710007
MMM,2018-10-01,190.259995
MMM,2018-11-01,207.919998
MMM,2018-12-01,190.53999299999998
MMM,2019-01-01,200.300003
MMM,2019-02-01,207.389999
MMM,2019-03-01,207.779999
MMM,2019-04-01,189.509995
MMM,2019-05-01,184.75
AXP,2016-03-01,61.400002
AXP,2016-04-01,65.43
AXP,2016-05-01,65.760002
AXP,2016-06-01,60.759997999999996
AXP,2016-07-01,64.459999
AXP,2016-08-01,65.58000200000001
AXP,2016-09-01,64.040001
AXP,2016-10-01,66.41999799999999
AXP,2016-11-01,72.040001
AXP,2016-12-01,74.08000200000001
AXP,2017-01-01,76.379997
AXP,2017-02-01,80.059998
AXP,2017-03-01,79.110001
AXP,2017-04-01,79.25
AXP,2017-05-01,76.940002
AXP,2017-06-01,84.239998
AXP,2017-07-01,85.230003
AXP,2017-08-01,86.099998
AXP,2017-09-01,90.459999
AXP,2017-10-01,95.519997
AXP,2017-11-01,97.709999
AXP,2017-12-01,99.309998
AXP,2018-01-01,99.400002
AXP,2018-02-01,97.510002
AXP,2018-03-01,93.279999
AXP,2018-04-01,98.75
AXP,2018-05-01,98.300003
AXP,2018-06-01,98.0
AXP,2018-07-01,99.519997
AXP,2018-08-01,105.980003
AXP,2018-09-01,106.489998
AXP,2018-10-01,102.730003
AXP,2018-11-01,112.269997
AXP,2018-12-01,95.32
AXP,2019-01-01,102.699997
AXP,2019-02-01,107.739998
AXP,2019-03-01,109.300003
AXP,2019-04-01,117.230003
AXP,2019-05-01,117.25
AAPL,2016-03-01,108.989998
AAPL,2016-04-01,93.739998
AAPL,2016-05-01,99.860001
AAPL,2016-06-01,95.599998
AAPL,2016-07-01,104.209999
AAPL,2016-08-01,106.099998
AAPL,2016-09-01,113.050003
AAPL,2016-10-01,113.540001
AAPL,2016-11-01,110.519997
AAPL,2016-12-01,115.82
AAPL,2017-01-01,121.349998
AAPL,2017-02-01,136.990005
AAPL,2017-03-01,143.66000400000001
AAPL,2017-04-01,143.649994
AAPL,2017-05-01,152.759995
AAPL,2017-06-01,144.020004
AAPL,2017-07-01,148.729996
AAPL,2017-08-01,164.0
